Chaperone_Name,Chaperone_ID,Target_ID,Target_Protein_Name,Domain_ID,Interaction_Label,Source
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF08716,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF08717,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF08710,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF08715,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF06478,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF01661,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF05409,1,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,Replicase polyprotein 1ab,PF00680,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9H0F6,Sharpin,PF25393,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9H0F6,Sharpin,PF16764,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q8N239,Kelch-like protein 34,PF07707,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q8N239,Kelch-like protein 34,PF00651,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q8N239,Kelch-like protein 34,PF24681,1,IntAct
DNJB4_HUMAN,Q9UDY4,O75953,DnaJ homolog subfamily B member 5,PF00226,1,IntAct
DNJB4_HUMAN,Q9UDY4,O75953,DnaJ homolog subfamily B member 5,PF01556,1,IntAct
DNJB4_HUMAN,Q9UDY4,P17066,Heat shock 70 kDa protein 6,PF00012,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y281,Cofilin-2,PF00241,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9BQ87,F-box-like/WD repeat-containing protein TBL1Y,PF08513,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9BQ87,F-box-like/WD repeat-containing protein TBL1Y,PF00400,1,IntAct
DNJB4_HUMAN,Q9UDY4,P11142,Heat shock cognate 71 kDa protein,PF00012,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q8WUA7,TBC1 domain family member 22A,PF00566,1,IntAct
DNJB4_HUMAN,Q9UDY4,P0DTC5,Membrane protein,PF01635,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9BY76,Angiopoietin-related protein 4,PF00147,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q4VXA5,KH homology domain-containing protein 1,PF16005,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q71U36,Tubulin alpha-1A chain,PF00091,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q71U36,Tubulin alpha-1A chain,PF03953,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q3UDE2,Tubulin--tyrosine ligase-like protein 12,PF03133,1,IntAct
DNJB4_HUMAN,Q9UDY4,P63104,14-3-3 protein zeta/delta,PF00244,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9H8J5,MANSC domain-containing protein 1,PF07502,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y2G2,Caspase recruitment domain-containing protein 8,PF00619,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y2G2,Caspase recruitment domain-containing protein 8,PF13553,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y2G2,Caspase recruitment domain-containing protein 8,PF23679,1,IntAct
DNJB4_HUMAN,Q9UDY4,O60907,F-box-like/WD repeat-containing protein TBL1X,PF08513,1,IntAct
DNJB4_HUMAN,Q9UDY4,O60907,F-box-like/WD repeat-containing protein TBL1X,PF00400,1,IntAct
DNJB4_HUMAN,Q9UDY4,B2CML4,single-stranded DNA cytosine deaminase,PF18782,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q92844,TRAF family member-associated NF-kappa-B activator,PF12845,1,IntAct
DNJB4_HUMAN,Q9UDY4,O14649,Potassium channel subfamily K member 3,PF07885,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9P2S5,WD repeat-containing protein WRAP73,PF00400,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q53H96,Pyrroline-5-carboxylate reductase 3,PF03807,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q53H96,Pyrroline-5-carboxylate reductase 3,PF14748,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q7L5Y6,DET1 homolog,PF09737,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y266,Nuclear migration protein nudC,PF04969,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y266,Nuclear migration protein nudC,PF16273,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y266,Nuclear migration protein nudC,PF14050,1,IntAct
DNJB4_HUMAN,Q9UDY4,P04201,Proto-oncogene Mas,PF00001,1,IntAct
DNJB4_HUMAN,Q9UDY4,P25685,DnaJ homolog subfamily B member 1,PF00226,1,IntAct
DNJB4_HUMAN,Q9UDY4,P25685,DnaJ homolog subfamily B member 1,PF01556,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q96RS0,Trimethylguanosine synthase,PF09445,1,IntAct
DNJB4_HUMAN,Q9UDY4,P33151,Cadherin-5,PF01049,1,IntAct
DNJB4_HUMAN,Q9UDY4,P33151,Cadherin-5,PF00028,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99759,Mitogen-activated protein kinase kinase kinase 3,PF00564,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99759,Mitogen-activated protein kinase kinase kinase 3,PF00069,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q14166,Tubulin--tyrosine ligase-like protein 12,PF03133,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y4P8,WD repeat domain phosphoinositide-interacting protein 2,PF21032,1,IntAct
DNJB4_HUMAN,Q9UDY4,P0DPB6,DNA-directed RNA polymerases I and III subunit RPAC2,PF13656,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF13516,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF05729,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF17776,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF17779,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF02758,1,IntAct
DNJB4_HUMAN,Q9UDY4,O95922,Polyglutamylase complex subunit TTLL1,PF03133,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q27J81,Inverted formin-2,PF06367,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q27J81,Inverted formin-2,PF06371,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q27J81,Inverted formin-2,PF02181,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q27J81,Inverted formin-2,PF02205,1,IntAct
DNJB4_HUMAN,Q9UDY4,P42858,Huntingtin,PF20925,1,IntAct
DNJB4_HUMAN,Q9UDY4,P42858,Huntingtin,PF20927,1,IntAct
DNJB4_HUMAN,Q9UDY4,P42858,Huntingtin,PF12372,1,IntAct
DNJB4_HUMAN,Q9UDY4,P42858,Huntingtin,PF20926,1,IntAct
DNJB4_HUMAN,Q9UDY4,O15061,Synemin,PF00038,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q8N5U1,Membrane-spanning 4-domains subfamily A member 15,PF04103,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y6H6,Potassium voltage-gated channel subfamily E member 3,PF02060,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99592,Zinc finger and BTB domain-containing protein 18,PF00651,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99592,Zinc finger and BTB domain-containing protein 18,PF00096,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99592,Zinc finger and BTB domain-containing protein 18,PF13894,1,IntAct
DNJB4_HUMAN,Q9UDY4,P0DOF2,Matrix protein,PF04785,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q96LA9,Mas-related G-protein coupled receptor member X4,PF00001,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q5JPI3,Uncharacterized protein C3orf38,PF15008,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9UL15,BAG family molecular chaperone regulator 5,PF02179,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99615,DnaJ homolog subfamily C member 7,PF00226,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99615,DnaJ homolog subfamily C member 7,PF13414,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99615,DnaJ homolog subfamily C member 7,PF13432,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q99615,DnaJ homolog subfamily C member 7,PF13181,1,IntAct
DNJB4_HUMAN,Q9UDY4,P16278,Beta-galactosidase,PF21317,1,IntAct
DNJB4_HUMAN,Q9UDY4,P16278,Beta-galactosidase,PF21467,1,IntAct
DNJB4_HUMAN,Q9UDY4,P16278,Beta-galactosidase,PF01301,1,IntAct
DNJB4_HUMAN,Q9UDY4,O15547,P2X purinoceptor 6,PF00864,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q00987,E3 ubiquitin-protein ligase Mdm2,PF02201,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q00987,E3 ubiquitin-protein ligase Mdm2,PF13920,1,IntAct
DNJB4_HUMAN,Q9UDY4,Q00987,E3 ubiquitin-protein ligase Mdm2,PF00641,1,IntAct
DNJB5_HUMAN,O75953,Q99742,Neuronal PAS domain-containing protein 1,PF23171,1,IntAct
DNJB5_HUMAN,O75953,Q99742,Neuronal PAS domain-containing protein 1,PF00989,1,IntAct
DNJB5_HUMAN,O75953,Q99742,Neuronal PAS domain-containing protein 1,PF08447,1,IntAct
DNJB5_HUMAN,O75953,Q9H8J5,MANSC domain-containing protein 1,PF07502,1,IntAct
DNJB5_HUMAN,O75953,Q2M329,Cilia- and flagella-associated protein 184,PF13870,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF03256,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF11515,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF00173,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF00632,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF06701,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF00415,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF25390,1,IntAct
DNJB5_HUMAN,O75953,O95714,E3 ubiquitin-protein ligase HERC2,PF00569,1,IntAct
DNJB5_HUMAN,O75953,Q9UBG7,Recombining binding protein suppressor of hairless-like protein,PF09270,1,IntAct
DNJB5_HUMAN,O75953,Q9UBG7,Recombining binding protein suppressor of hairless-like protein,PF09271,1,IntAct
DNJB5_HUMAN,O75953,Q9UBG7,Recombining binding protein suppressor of hairless-like protein,PF20144,1,IntAct
DNJB5_HUMAN,O75953,Q03721,Voltage-gated potassium channel KCNC4,PF02214,1,IntAct
DNJB5_HUMAN,O75953,Q03721,Voltage-gated potassium channel KCNC4,PF00520,1,IntAct
DNJB5_HUMAN,O75953,Q03721,Voltage-gated potassium channel KCNC4,PF11601,1,IntAct
DNJB5_HUMAN,O75953,Q99706,Killer cell immunoglobulin-like receptor 2DL4,PF00047,1,IntAct
DNJB5_HUMAN,O75953,Q6XPS3,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2",PF00520,1,IntAct
DNJB5_HUMAN,O75953,Q6XPS3,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2",PF10409,1,IntAct
DNJB5_HUMAN,O75953,Q6XPS3,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2",PF22784,1,IntAct
DNJB5_HUMAN,O75953,Q9P253,Vacuolar protein sorting-associated protein 18 homolog,PF05131,1,IntAct
DNJB5_HUMAN,O75953,O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",PF02800,1,IntAct
DNJB5_HUMAN,O75953,O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",PF00044,1,IntAct
DNJB5_HUMAN,O75953,B2CML4,single-stranded DNA cytosine deaminase,PF18782,1,IntAct
DNJB5_HUMAN,O75953,Q9UK39,Nocturnin,PF03372,1,IntAct
DNJB5_HUMAN,O75953,Q9UDY4,DnaJ homolog subfamily B member 4,PF00226,1,IntAct
DNJB5_HUMAN,O75953,Q9UDY4,DnaJ homolog subfamily B member 4,PF01556,1,IntAct
DNJB5_HUMAN,O75953,E9PB39,Rho guanine nucleotide exchange factor 10,PF00621,1,IntAct
DNJB5_HUMAN,O75953,P84022,Mothers against decapentaplegic homolog 3,PF03165,1,IntAct
DNJB5_HUMAN,O75953,P84022,Mothers against decapentaplegic homolog 3,PF03166,1,IntAct
DNJB5_HUMAN,O75953,P51854,Transketolase-like protein 1,PF02779,1,IntAct
DNJB5_HUMAN,O75953,P51854,Transketolase-like protein 1,PF02780,1,IntAct
DNJB5_HUMAN,O75953,P51854,Transketolase-like protein 1,PF00456,1,IntAct
DNJB5_HUMAN,O75953,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,PF08763,1,IntAct
DNJB5_HUMAN,O75953,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,PF16905,1,IntAct
DNJB5_HUMAN,O75953,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,PF00520,1,IntAct
DNJB5_HUMAN,O75953,Q5TYW1,Zinc finger protein 658,PF01352,1,IntAct
DNJB5_HUMAN,O75953,Q5TYW1,Zinc finger protein 658,PF00096,1,IntAct
DNJB5_HUMAN,O75953,Q8TAV5,Uncharacterized protein KCNJ5-AS1,PF17731,1,IntAct
DNJB5_HUMAN,O75953,O43930,Putative serine/threonine-protein kinase PRKY,PF00069,1,IntAct
DNJB5_HUMAN,O75953,O95429,BAG family molecular chaperone regulator 4,PF02179,1,IntAct
DNJB5_HUMAN,O75953,Q9Y605,MORF4 family-associated protein 1,PF15155,1,IntAct
DNJB5_HUMAN,O75953,Q15796,Mothers against decapentaplegic homolog 2,PF03165,1,IntAct
DNJB5_HUMAN,O75953,Q15796,Mothers against decapentaplegic homolog 2,PF03166,1,IntAct
DNJB5_HUMAN,O75953,Q9Y574,Ankyrin repeat and SOCS box protein 4,PF00023,1,IntAct
DNJB5_HUMAN,O75953,Q9Y574,Ankyrin repeat and SOCS box protein 4,PF12796,1,IntAct
DNJB5_HUMAN,O75953,Q9Y574,Ankyrin repeat and SOCS box protein 4,PF13637,1,IntAct
DNJB5_HUMAN,O75953,Q9Y574,Ankyrin repeat and SOCS box protein 4,PF07525,1,IntAct
DNJB5_HUMAN,O75953,Q01484,Ankyrin-2,PF00023,1,IntAct
DNJB5_HUMAN,O75953,Q01484,Ankyrin-2,PF12796,1,IntAct
DNJB5_HUMAN,O75953,Q01484,Ankyrin-2,PF13637,1,IntAct
DNJB5_HUMAN,O75953,Q01484,Ankyrin-2,PF00531,1,IntAct
DNJB5_HUMAN,O75953,Q01484,Ankyrin-2,PF17809,1,IntAct
DNJB5_HUMAN,O75953,Q01484,Ankyrin-2,PF00791,1,IntAct
DNJB5_HUMAN,O75953,Q5VST9,Obscurin,PF00041,1,IntAct
DNJB5_HUMAN,O75953,Q5VST9,Obscurin,PF07679,1,IntAct
DNJB5_HUMAN,O75953,Q5VST9,Obscurin,PF00612,1,IntAct
DNJB5_HUMAN,O75953,Q5VST9,Obscurin,PF00069,1,IntAct
DNJB5_HUMAN,O75953,Q5VST9,Obscurin,PF00621,1,IntAct
DNJB5_HUMAN,O75953,Q5VST9,Obscurin,PF22697,1,IntAct
DNJB5_HUMAN,O75953,Q96L11,Sperm-egg fusion protein LLCFC1,PF15838,1,IntAct
DNJB5_HUMAN,O75953,Q8WUA7,TBC1 domain family member 22A,PF00566,1,IntAct
DNJB5_HUMAN,O75953,Q9Y6H6,Potassium voltage-gated channel subfamily E member 3,PF02060,1,IntAct
DNJB5_HUMAN,O75953,P09466,Glycodelin,PF00061,1,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,Titin,PF00041,1,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,Titin,PF07679,1,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,Titin,PF00069,1,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,Titin,PF02818,1,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,Titin,PF18362,1,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,Titin,PF09042,1,IntAct
DNJB5_HUMAN,O75953,Q676U5,Autophagy-related protein 16-1,PF08614,1,IntAct
DNJB5_HUMAN,O75953,Q676U5,Autophagy-related protein 16-1,PF00400,1,IntAct
DNJB5_HUMAN,O75953,P0DTC5,Membrane protein,PF01635,1,IntAct
DNJB5_HUMAN,O75953,O15040,Tectonin beta-propeller repeat-containing protein 2,PF23756,1,IntAct
DNJB5_HUMAN,O75953,O15040,Tectonin beta-propeller repeat-containing protein 2,PF06462,1,IntAct
DNJB5_HUMAN,O75953,O15040,Tectonin beta-propeller repeat-containing protein 2,PF19193,1,IntAct
DNJB5_HUMAN,O75953,Q5DID0,Uromodulin-like 1,PF07645,1,IntAct
DNJB5_HUMAN,O75953,Q5DID0,Uromodulin-like 1,PF01390,1,IntAct
DNJB5_HUMAN,O75953,Q5DID0,Uromodulin-like 1,PF00095,1,IntAct
DNJB5_HUMAN,O75953,Q5DID0,Uromodulin-like 1,PF00100,1,IntAct
DNJB5_HUMAN,O75953,Q5DID0,Uromodulin-like 1,PF23344,1,IntAct
DNJB5_HUMAN,O75953,Q8IZ57,Neurensin-1,PF14927,1,IntAct
DNJB5_HUMAN,O75953,Q3MJ13,WD repeat-containing protein 72,PF00400,1,IntAct
DNJB5_HUMAN,O75953,Q3MJ13,WD repeat-containing protein 72,PF23123,1,IntAct
DNJB5_HUMAN,O75953,Q8NER5,Activin receptor type-1C,PF01064,1,IntAct
DNJB5_HUMAN,O75953,Q8NER5,Activin receptor type-1C,PF07714,1,IntAct
DNJB5_HUMAN,O75953,Q8NER5,Activin receptor type-1C,PF08515,1,IntAct
DNJB5_HUMAN,O75953,Q5JPI3,Uncharacterized protein C3orf38,PF15008,1,IntAct
DNJB5_HUMAN,O75953,Q6JEL2,Kelch-like protein 10,PF07707,1,IntAct
DNJB5_HUMAN,O75953,Q6JEL2,Kelch-like protein 10,PF00651,1,IntAct
DNJB5_HUMAN,O75953,Q6JEL2,Kelch-like protein 10,PF01344,1,IntAct
DNJB5_HUMAN,O75953,P25685,DnaJ homolog subfamily B member 1,PF00226,1,IntAct
DNJB5_HUMAN,O75953,P25685,DnaJ homolog subfamily B member 1,PF01556,1,IntAct
DNJB5_HUMAN,O75953,P03431,RNA-directed RNA polymerase catalytic subunit,PF00602,1,IntAct
DNJB5_HUMAN,O75953,Q96AK3,DNA dC->dU-editing enzyme APOBEC-3D,PF18782,1,IntAct
DNJB5_HUMAN,O75953,Q9UKB1,F-box/WD repeat-containing protein 11,PF12125,1,IntAct
DNJB5_HUMAN,O75953,Q9UKB1,F-box/WD repeat-containing protein 11,PF12937,1,IntAct
DNJB5_HUMAN,O75953,Q9UKB1,F-box/WD repeat-containing protein 11,PF00400,1,IntAct
DNJB5_HUMAN,O75953,O15460,Prolyl 4-hydroxylase subunit alpha-2,PF13640,1,IntAct
DNJB5_HUMAN,O75953,O15460,Prolyl 4-hydroxylase subunit alpha-2,PF08336,1,IntAct
DNJB5_HUMAN,O75953,O15460,Prolyl 4-hydroxylase subunit alpha-2,PF23558,1,IntAct
DNJB5_HUMAN,O75953,Q9BY84,Dual specificity protein phosphatase 16,PF00782,1,IntAct
DNJB5_HUMAN,O75953,Q9BY84,Dual specificity protein phosphatase 16,PF00581,1,IntAct
DNJB5_HUMAN,O75953,O14939,Phospholipase D2,PF00614,1,IntAct
DNJB5_HUMAN,O75953,O14939,Phospholipase D2,PF13091,1,IntAct
DNJB5_HUMAN,O75953,O14939,Phospholipase D2,PF00787,1,IntAct
DNJB5_HUMAN,O75953,O15547,P2X purinoceptor 6,PF00864,1,IntAct
DNJB5_HUMAN,O75953,O15013,Rho guanine nucleotide exchange factor 10,PF19057,1,IntAct
DNJB5_HUMAN,O75953,O15013,Rho guanine nucleotide exchange factor 10,PF00621,1,IntAct
DNJB5_HUMAN,O75953,O15013,Rho guanine nucleotide exchange factor 10,PF19056,1,IntAct
DNJB5_HUMAN,O75953,Q4VXA5,KH homology domain-containing protein 1,PF16005,1,IntAct
DNJB5_HUMAN,O75953,Q9NXR8,Inhibitor of growth protein 3,PF12998,1,IntAct
DNJB5_HUMAN,O75953,Q9UK96,F-box only protein 10,PF13229,1,IntAct
DNJB5_HUMAN,O75953,Q9UK96,F-box only protein 10,PF12937,1,IntAct
DNJB5_HUMAN,O75953,Q9UK96,F-box only protein 10,PF05048,1,IntAct
DNJB5_HUMAN,O75953,Q00872,"Myosin-binding protein C, slow-type",PF00041,1,IntAct
DNJB5_HUMAN,O75953,Q00872,"Myosin-binding protein C, slow-type",PF07679,1,IntAct
DNJB5_HUMAN,O75953,Q00872,"Myosin-binding protein C, slow-type",PF18362,1,IntAct
DNJB5_HUMAN,O75953,P21675,Transcription initiation factor TFIID subunit 1,PF00439,1,IntAct
DNJB5_HUMAN,O75953,P21675,Transcription initiation factor TFIID subunit 1,PF12157,1,IntAct
DNJB5_HUMAN,O75953,P21675,Transcription initiation factor TFIID subunit 1,PF09247,1,IntAct
DNJB5_HUMAN,O75953,P21675,Transcription initiation factor TFIID subunit 1,PF15288,1,IntAct
DNJB5_HUMAN,O75953,Q13393,Phospholipase D1,PF00169,1,IntAct
DNJB5_HUMAN,O75953,Q13393,Phospholipase D1,PF00614,1,IntAct
DNJB5_HUMAN,O75953,Q13393,Phospholipase D1,PF13091,1,IntAct
DNJB5_HUMAN,O75953,Q13393,Phospholipase D1,PF00787,1,IntAct
DNJB5_HUMAN,O75953,Q309B1,Tripartite motif-containing protein 16-like protein,PF13765,1,IntAct
DNJB5_HUMAN,O75953,Q309B1,Tripartite motif-containing protein 16-like protein,PF00622,1,IntAct
DNJB5_HUMAN,O75953,Q5H9I0,Transcription factor Dp family member 3,PF08781,1,IntAct
DNJB5_HUMAN,O75953,Q5H9I0,Transcription factor Dp family member 3,PF02319,1,IntAct
DNJB5_HUMAN,O75953,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF13516,1,IntAct
DNJB5_HUMAN,O75953,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF05729,1,IntAct
DNJB5_HUMAN,O75953,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF17776,1,IntAct
DNJB5_HUMAN,O75953,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF17779,1,IntAct
DNJB5_HUMAN,O75953,Q86W28,"NACHT, LRR and PYD domains-containing protein 8",PF02758,1,IntAct
DNJB6_HUMAN,O75190,Q13123,Protein Red,PF07807,1,IntAct
DNJB6_HUMAN,O75190,Q13123,Protein Red,PF07808,1,IntAct
DNJB6_HUMAN,O75190,P53004,Biliverdin reductase A,PF09166,1,IntAct
DNJB6_HUMAN,O75190,P53004,Biliverdin reductase A,PF01408,1,IntAct
DNJB6_HUMAN,O75190,Q16659,Mitogen-activated protein kinase 6,PF00069,1,IntAct
DNJB6_HUMAN,O75190,O75155,Cullin-associated NEDD8-dissociated protein 2,PF13513,1,IntAct
DNJB6_HUMAN,O75190,O75155,Cullin-associated NEDD8-dissociated protein 2,PF08623,1,IntAct
DNJB6_HUMAN,O75190,Q5JSP0,"FYVE, RhoGEF and PH domain-containing protein 3",PF01363,1,IntAct
DNJB6_HUMAN,O75190,Q5JSP0,"FYVE, RhoGEF and PH domain-containing protein 3",PF00169,1,IntAct
DNJB6_HUMAN,O75190,Q5JSP0,"FYVE, RhoGEF and PH domain-containing protein 3",PF00621,1,IntAct
DNJB6_HUMAN,O75190,P01241,Somatotropin,PF00103,1,IntAct
DNJB6_HUMAN,O75190,Q29RF7,Sister chromatid cohesion protein PDS5 homolog A,PF20168,1,IntAct
DNJB6_HUMAN,O75190,Q9BVQ7,ATPase family gene 2 protein homolog B,PF00004,1,IntAct
DNJB6_HUMAN,O75190,Q9BVQ7,ATPase family gene 2 protein homolog B,PF17862,1,IntAct
DNJB6_HUMAN,O75190,P46063,ATP-dependent DNA helicase Q1,PF00270,1,IntAct
DNJB6_HUMAN,O75190,P46063,ATP-dependent DNA helicase Q1,PF00271,1,IntAct
DNJB6_HUMAN,O75190,P46063,ATP-dependent DNA helicase Q1,PF16124,1,IntAct
DNJB6_HUMAN,O75190,P31749,RAC-alpha serine/threonine-protein kinase,PF00169,1,IntAct
DNJB6_HUMAN,O75190,P31749,RAC-alpha serine/threonine-protein kinase,PF00069,1,IntAct
DNJB6_HUMAN,O75190,P31749,RAC-alpha serine/threonine-protein kinase,PF00433,1,IntAct
DNJB6_HUMAN,O75190,Q99558,Mitogen-activated protein kinase kinase kinase 14,PF00069,1,IntAct
DNJB6_HUMAN,O75190,Q96PU8,KH domain-containing RNA-binding protein QKI,PF22675,1,IntAct
DNJB6_HUMAN,O75190,Q96PU8,KH domain-containing RNA-binding protein QKI,PF16551,1,IntAct
DNJB6_HUMAN,O75190,Q96PU8,KH domain-containing RNA-binding protein QKI,PF16544,1,IntAct
DNJB6_HUMAN,O75190,Q16204,Coiled-coil domain-containing protein 6,PF09755,1,IntAct
DNJB6_HUMAN,O75190,Q12765,Secernin-1,PF03577,1,IntAct
DNJB6_HUMAN,O75190,Q9HCU9,Breast cancer metastasis-suppressor 1,PF08598,1,IntAct
DNJB6_HUMAN,O75190,Q92783,Signal transducing adapter molecule 1,PF00018,1,IntAct
DNJB6_HUMAN,O75190,Q92783,Signal transducing adapter molecule 1,PF02809,1,IntAct
DNJB6_HUMAN,O75190,Q92783,Signal transducing adapter molecule 1,PF00790,1,IntAct
DNJB6_HUMAN,O75190,P55145,Mesencephalic astrocyte-derived neurotrophic factor,PF10208,1,IntAct
DNJB6_HUMAN,O75190,P55145,Mesencephalic astrocyte-derived neurotrophic factor,PF20145,1,IntAct
DNJB6_HUMAN,O75190,Q13617,Cullin-2,PF00888,1,IntAct
DNJB6_HUMAN,O75190,Q13617,Cullin-2,PF10557,1,IntAct
DNJB6_HUMAN,O75190,Q96BE0,Heat shock cognate 71 kDa protein,PF00012,1,IntAct
DNJB6_HUMAN,O75190,Q96M27,Protein PRRC1,PF01931,1,IntAct
DNJB6_HUMAN,O75190,O75563,Src kinase-associated phosphoprotein 2,PF00169,1,IntAct
DNJB6_HUMAN,O75190,O75563,Src kinase-associated phosphoprotein 2,PF00018,1,IntAct
DNJB6_HUMAN,O75190,Q15642,Cdc42-interacting protein 4,PF00611,1,IntAct
DNJB6_HUMAN,O75190,Q15642,Cdc42-interacting protein 4,PF00018,1,IntAct
DNJB6_HUMAN,O75190,Q8N8S7,Protein enabled homolog,PF08776,1,IntAct
DNJB6_HUMAN,O75190,Q8N8S7,Protein enabled homolog,PF00568,1,IntAct
DNJB6_HUMAN,O75190,Q676U5,Autophagy-related protein 16-1,PF08614,1,IntAct
DNJB6_HUMAN,O75190,Q676U5,Autophagy-related protein 16-1,PF00400,1,IntAct
DNJB6_HUMAN,O75190,P62280,Small ribosomal subunit protein uS17,PF00366,1,IntAct
